日期,平均氣溫(℃),溫差(℃),平均相對溼度(%),日照時數(小時),降水時數(小時),日累積降水量(mm)
2019-01-09,21.5,8.2,78.0,9.0,0.0,0.0
2019-01-10,21.4,7.6,81.0,3.9,0.0,0.0
2019-01-11,22.1,8.8,81.0,8.3,0.0,0.0
2019-01-12,22.8,7.7,78.0,9.5,0.0,0.0
2019-01-13,21.0,7.9,79.0,7.1,0.0,0.0
2019-01-14,21.0,9.1,76.0,8.4,0.0,0.0
2019-01-15,20.9,8.7,79.0,5.3,0.2,0.0
2019-01-16,18.4,3.6,87.0,0.0,2.5,0.0
2019-01-17,17.4,5.9,83.0,5.9,0.0,0.0
2019-01-18,18.0,8.5,79.0,8.7,0.0,0.0
2019-01-19,19.7,7.2,76.0,0.2,0.0,0.0
2019-01-20,20.5,6.6,78.0,1.4,0.0,0.0
2019-01-21,16.5,5.1,84.0,1.8,0.5,0.0
2019-01-22,16.1,6.2,77.0,6.9,0.0,0.0
2019-01-23,16.5,10.5,73.0,7.0,0.0,0.0
2019-01-24,18.2,10.6,74.0,10.0,0.0,0.0
2019-01-25,18.5,10.7,77.0,9.3,0.0,0.0
2019-01-26,16.6,7.2,71.0,3.0,0.0,0.0
2019-01-27,16.9,7.8,63.0,3.5,0.0,0.0
2019-01-28,18.3,10.6,68.0,10.0,0.0,0.0
2019-01-29,18.9,10.8,73.0,8.9,0.0,0.0
2019-01-30,20.3,12.4,76.0,6.9,0.0,0.0
2019-01-31,23.4,7.6,64.0,6.4,0.0,0.0
2019-02-01,18.7,6.6,73.0,3.0,0.0,0.0
2019-02-02,20.3,10.0,75.0,8.7,0.0,0.0
2019-02-03,23.3,10.9,77.0,5.5,0.9,0.0
2019-02-04,22.8,7.4,80.0,3.7,0.0,0.0
2019-02-05,21.1,7.7,78.0,1.4,0.0,0.0
2019-02-06,22.3,8.7,78.0,9.6,0.0,0.0
2019-02-07,24.2,11.2,72.0,10.6,0.0,0.0
2019-02-08,21.5,8.5,77.0,9.3,0.0,0.0
2019-02-09,21.9,10.0,71.0,10.2,0.0,0.0
2019-02-10,21.1,10.5,75.0,9.9,0.0,0.0
2019-02-11,20.6,8.0,74.0,8.7,0.0,0.0
2019-02-12,21.2,9.9,77.0,9.6,0.0,0.0
2019-02-13,23.3,9.5,75.0,10.2,0.0,0.0
2019-02-14,22.8,9.0,75.0,9.3,0.0,0.0
2019-02-15,23.0,9.3,75.0,8.4,0.0,0.0
2019-02-16,22.7,9.0,77.0,6.9,0.0,0.0
2019-02-17,20.8,7.5,77.0,9.3,0.0,0.0
2019-02-18,23.4,9.7,74.0,8.6,0.0,0.0
2019-02-19,25.7,9.2,74.0,3.5,0.0,0.0
2019-02-20,25.3,6.5,77.0,8.4,0.0,0.0
2019-02-21,23.5,8.0,80.0,4.8,0.0,0.0
2019-02-22,21.4,8.7,80.0,9.0,0.0,0.0
2019-02-23,19.9,7.8,73.0,6.7,0.0,0.0
2019-02-24,18.7,3.5,80.0,0.4,1.9,1.0
2019-02-25,20.3,8.9,78.0,8.5,3.6,0.5
2019-02-26,21.4,8.9,75.0,9.1,0.0,0.0
2019-02-27,22.3,9.7,75.0,9.1,0.0,0.0
2019-02-28,23.4,8.4,73.0,8.9,0.0,0.0
2019-03-01,21.7,7.8,77.0,9.9,0.0,0.0
2019-03-02,23.5,8.5,76.0,8.5,0.0,0.0
2019-03-03,23.4,8.1,72.0,3.3,0.5,1.0
2019-03-04,21.9,9.9,73.0,10.6,0.0,0.0
2019-03-05,22.9,9.9,72.0,1.2,0.4,0.0
2019-03-06,22.4,10.3,77.0,7.2,1.8,5.5
2019-03-07,16.9,5.9,91.0,0.0,7.0,5.5
2019-03-08,17.0,9.0,91.0,1.8,8.7,6.0
2019-03-09,20.9,7.2,88.0,0.7,4.9,16.0
2019-03-10,21.6,7.2,83.0,2.3,7.1,9.5
2019-03-11,19.3,4.9,85.0,0.9,4.6,9.0
2019-03-12,21.6,9.9,69.0,11.0,0.0,0.0
2019-03-13,23.0,6.2,73.0,4.4,2.2,1.0
2019-03-14,23.1,7.4,72.0,7.2,0.0,0.0
2019-03-15,19.8,4.7,74.0,0.7,1.3,1.0
2019-03-16,22.1,8.2,70.0,1.4,0.0,0.0
2019-03-17,23.0,6.5,71.0,10.0,0.0,0.0
2019-03-18,23.2,9.1,75.0,6.5,0.0,0.0
2019-03-19,24.7,9.7,72.0,9.7,0.0,0.0
2019-03-20,25.3,7.3,74.0,9.4,0.0,0.0
2019-03-21,25.8,6.1,76.0,11.0,0.0,0.0
2019-03-22,25.5,9.0,73.0,10.4,0.0,0.0
2019-03-23,19.3,5.0,83.0,0.0,4.0,19.5
2019-03-24,18.4,3.8,86.0,0.0,0.2,0.5
2019-03-25,22.3,9.1,78.0,4.7,0.0,0.0
2019-03-26,22.8,9.5,75.0,10.8,0.0,0.0
2019-03-27,24.9,9.0,72.0,10.1,0.0,0.0
2019-03-28,25.9,6.8,76.0,10.2,0.0,0.0
2019-03-29,25.7,9.1,77.0,9.6,0.0,0.0
2019-03-30,24.6,8.7,74.0,6.7,0.0,0.0
2019-03-31,24.5,9.0,70.0,8.6,0.0,0.0
2019-04-01,20.7,4.6,74.0,0.6,0.0,0.0
2019-04-02,23.1,10.4,72.0,7.2,0.0,0.0
2019-04-03,23.2,8.3,75.0,7.8,0.0,0.0
2019-04-04,23.6,7.8,76.0,6.9,0.0,0.0
2019-04-05,24.1,7.3,75.0,7.7,0.0,0.0
2019-04-06,24.9,5.9,72.0,8.6,0.0,0.0
2019-04-07,26.0,7.1,71.0,9.8,0.0,0.0
2019-04-08,26.3,6.4,73.0,9.4,0.0,0.0
2019-04-09,27.2,8.1,73.0,10.8,0.0,0.0
2019-04-10,26.9,5.1,77.0,10.3,0.0,0.0
2019-04-11,26.3,7.7,75.0,10.7,0.0,0.0
2019-04-12,24.3,8.7,73.0,5.6,0.0,0.0
2019-04-13,25.3,9.1,73.0,4.1,0.0,0.0
2019-04-14,26.2,9.1,75.0,7.6,0.0,0.0
2019-04-15,24.2,7.3,76.0,1.0,0.0,0.0
2019-04-16,22.8,4.9,88.0,0.4,5.4,6.5
2019-04-17,24.6,8.7,77.0,8.3,0.0,0.0
2019-04-18,26.7,8.0,69.0,8.8,0.0,0.0
2019-04-19,25.2,9.5,80.0,3.4,4.9,68.5
2019-04-20,27.5,10.1,69.0,4.3,0.0,0.0
2019-04-21,26.4,6.2,77.0,1.1,2.5,13.0
2019-04-22,27.7,6.2,74.0,8.7,0.0,0.0
2019-04-23,28.2,5.7,71.0,9.5,0.0,0.0
2019-04-24,28.0,5.5,70.0,10.2,0.0,0.0
2019-04-25,28.4,6.1,66.0,10.3,0.0,0.0
2019-04-26,28.5,6.1,65.0,6.3,0.0,0.0
2019-04-27,27.6,6.8,70.0,3.2,0.0,0.0
2019-04-28,27.6,6.9,70.0,4.4,0.0,0.0
2019-04-29,28.8,6.9,67.0,10.0,0.0,0.0
2019-04-30,28.7,5.0,69.0,9.6,0.0,0.0
2019-05-01,26.1,6.9,73.0,1.3,1.6,27.0
2019-05-02,23.9,7.3,75.0,0.0,4.4,20.5
2019-05-03,23.0,3.8,82.0,0.3,1.8,0.5
2019-05-04,24.4,5.8,77.0,0.3,1.4,2.0
2019-05-05,25.0,5.3,74.0,0.8,3.3,2.0
2019-05-06,22.9,3.5,86.0,0.0,16.1,19.0
2019-05-07,21.7,4.5,87.0,0.0,1.8,0.5
2019-05-08,23.6,6.6,79.0,0.2,0.0,0.0
2019-05-09,25.4,7.9,76.0,0.9,0.0,0.0
2019-05-10,26.2,6.8,77.0,6.6,1.4,4.0
2019-05-11,27.2,9.1,72.0,11.0,0.0,0.0
2019-05-12,27.5,8.0,73.0,10.2,0.0,0.0
2019-05-13,29.1,7.1,67.0,11.4,0.0,0.0
2019-05-14,29.6,7.2,66.0,11.6,0.0,0.0
2019-05-15,29.1,4.5,72.0,7.1,0.0,0.0
2019-05-16,29.4,6.0,73.0,6.4,0.0,0.0
2019-05-17,29.5,4.0,71.0,4.0,0.4,0.0
2019-05-18,29.2,4.5,77.0,4.0,1.1,21.0
2019-05-19,29.6,4.9,76.0,7.1,0.0,0.0
2019-05-20,27.4,7.8,82.0,2.1,2.8,61.5
2019-05-21,26.6,5.2,77.0,1.0,0.0,0.0
2019-05-22,27.2,6.5,70.0,5.3,0.0,0.0
2019-05-23,26.4,6.4,76.0,1.6,0.9,0.0
2019-05-24,27.4,5.8,72.0,1.4,0.0,0.0
2019-05-25,28.0,5.5,72.0,4.3,0.0,0.0
2019-05-26,28.8,7.7,69.0,4.7,0.0,0.0
2019-05-27,28.2,5.4,76.0,1.6,0.9,9.5
2019-05-28,28.3,5.0,76.0,4.8,0.0,0.0
2019-05-29,26.8,7.5,75.0,3.7,0.0,0.0
2019-05-30,27.8,8.3,69.0,10.6,0.0,0.0
2019-05-31,29.0,6.2,71.0,10.1,0.1,0.5
2019-06-01,28.9,6.2,76.0,5.3,1.0,2.5
2019-06-02,29.6,5.8,72.0,8.2,0.7,2.0
2019-06-03,30.1,5.7,67.0,5.3,0.0,0.0
2019-06-04,27.8,5.4,77.0,1.8,3.6,19.5
2019-06-05,29.8,7.5,68.0,9.2,0.0,0.0
2019-06-06,30.6,6.5,70.0,12.0,0.0,0.0
2019-06-07,30.5,5.3,71.0,11.1,0.0,0.0
2019-06-08,30.3,5.4,70.0,10.9,0.0,0.0
2019-06-09,30.0,6.6,71.0,7.8,1.0,1.5
2019-06-10,28.2,9.2,77.0,3.8,3.7,17.5
2019-06-11,26.7,3.4,85.0,0.1,5.8,114.0
2019-06-12,27.2,5.9,84.0,0.0,8.7,36.0
2019-06-13,28.4,7.0,81.0,2.6,4.6,17.5
2019-06-14,27.8,4.8,83.0,1.5,3.2,24.5
2019-06-15,28.6,8.0,71.0,7.2,0.0,0.0
2019-06-16,29.1,5.9,70.0,4.9,0.0,0.0
2019-06-17,30.2,7.0,70.0,6.7,0.0,0.0
2019-06-18,31.2,6.5,66.0,7.8,0.0,0.0
2019-06-19,30.9,5.3,68.0,12.6,0.0,0.0
2019-06-20,30.7,5.4,69.0,10.7,0.0,0.0
2019-06-21,30.7,5.8,70.0,11.8,0.0,0.0
2019-06-22,30.8,5.8,68.0,7.5,0.0,0.0
2019-06-23,28.8,6.8,77.0,1.2,1.7,16.0
2019-06-24,28.8,5.3,76.0,0.3,2.2,5.0
2019-06-25,28.1,6.0,75.0,0.8,2.7,15.5
2019-06-26,27.2,4.1,80.0,0.9,3.9,1.5
2019-06-27,28.1,6.7,79.0,1.3,0.9,0.5
2019-06-28,30.2,6.9,73.0,11.5,0.0,0.0
2019-06-29,30.0,4.9,74.0,6.9,0.0,0.0
2019-06-30,30.8,5.6,70.0,11.8,0.0,0.0
2019-07-01,31.5,6.2,67.0,8.8,0.0,0.0
2019-07-02,28.1,4.6,81.0,0.9,4.6,19.5
2019-07-03,26.2,5.6,87.0,0.0,11.8,129.5
2019-07-04,28.6,8.4,79.0,4.0,2.4,11.0
2019-07-05,28.0,5.4,80.0,2.0,3.6,44.5
2019-07-06,29.4,5.9,74.0,4.8,1.6,6.0
2019-07-07,28.8,6.1,78.0,3.1,1.4,4.0
2019-07-08,28.5,5.8,80.0,3.6,1.9,11.5
2019-07-09,27.6,4.0,84.0,1.5,5.4,61.0
2019-07-10,28.1,6.8,85.0,2.8,6.9,128.0
2019-07-11,27.4,5.8,82.0,3.3,3.6,24.5
2019-07-12,29.5,7.9,76.0,11.6,1.1,6.0
2019-07-13,30.0,5.9,75.0,8.2,1.1,3.0
2019-07-14,30.2,6.2,72.0,9.3,0.2,0.5
2019-07-15,30.8,5.7,70.0,10.1,0.0,0.0
2019-07-16,30.8,5.1,70.0,8.0,0.0,0.0
2019-07-17,30.9,6.7,72.0,10.3,0.0,0.0
2019-07-18,30.1,6.8,75.0,5.0,1.2,11.0
2019-07-19,27.8,5.7,82.0,0.5,8.4,60.5
2019-07-20,26.2,2.6,87.0,0.0,13.8,24.0
2019-07-21,27.6,6.0,81.0,1.4,3.6,8.0
2019-07-22,28.6,3.9,73.0,3.4,0.0,0.0
2019-07-23,29.4,5.8,72.0,8.6,0.0,0.0
2019-07-24,30.0,6.2,71.0,10.6,0.0,0.0
2019-07-25,30.3,5.6,71.0,10.5,0.0,0.0
2019-07-26,30.3,6.8,73.0,6.7,1.0,18.0
2019-07-27,29.3,5.4,73.0,5.5,1.2,1.5
2019-07-28,29.1,6.5,73.0,3.9,1.1,1.0
2019-07-29,30.7,8.1,68.0,9.6,0.0,0.0
2019-07-30,30.6,7.4,67.0,8.6,0.3,0.0
2019-07-31,30.3,6.2,69.0,7.6,0.0,0.0
2019-08-01,28.6,7.8,77.0,0.2,4.4,47.0
2019-08-02,27.6,8.7,81.0,3.9,4.2,56.5
2019-08-03,29.2,8.0,73.0,8.6,0.0,0.0
2019-08-04,30.2,7.2,72.0,8.3,0.0,0.0
2019-08-05,30.0,7.1,73.0,7.9,2.4,1.5
2019-08-06,29.6,6.6,75.0,4.7,1.2,13.5
2019-08-07,29.7,6.5,75.0,6.7,0.0,0.0
2019-08-08,29.8,5.9,74.0,4.1,0.5,1.0
2019-08-09,29.9,5.2,76.0,1.2,0.4,0.5
2019-08-10,30.3,2.6,77.0,0.5,0.0,0.0
2019-08-11,30.4,3.8,77.0,6.6,0.3,1.5
2019-08-12,29.6,7.3,77.0,1.8,2.3,31.0
2019-08-13,26.3,5.3,87.0,1.7,13.9,221.5
2019-08-14,28.4,7.1,83.0,6.8,5.1,19.0
2019-08-15,29.7,4.6,80.0,3.0,0.7,3.5
2019-08-16,27.7,3.9,86.0,0.0,3.2,28.0
2019-08-17,26.7,4.3,86.0,0.9,6.4,50.0
2019-08-18,25.6,2.2,90.0,0.0,14.4,103.0
2019-08-19,26.0,2.7,88.0,0.0,3.6,22.5
2019-08-20,26.9,4.8,83.0,0.4,2.3,1.0
2019-08-21,27.5,6.1,83.0,0.8,1.7,1.5
2019-08-22,29.7,6.5,74.0,6.5,0.0,0.0
2019-08-23,30.2,6.1,73.0,8.1,0.0,0.0
2019-08-24,28.0,5.0,83.0,0.0,4.9,35.0
2019-08-25,26.8,4.9,87.0,0.3,10.8,60.5
2019-08-26,29.7,5.2,74.0,10.7,0.0,0.0
2019-08-27,29.7,5.2,74.0,7.6,0.0,0.0
2019-08-28,30.3,7.0,72.0,11.0,0.0,0.0
2019-08-29,29.6,5.5,76.0,1.6,0.8,5.0
2019-08-30,27.6,5.2,82.0,0.8,5.2,54.5
2019-08-31,29.0,7.9,75.0,7.3,0.4,0.5
2019-09-01,29.6,7.5,73.0,5.1,0.0,0.0
2019-09-02,30.2,6.7,71.0,10.7,0.0,0.0
2019-09-03,29.0,6.9,75.0,6.6,2.1,7.5
2019-09-04,27.5,6.1,82.0,2.5,3.7,82.0
2019-09-05,28.8,6.0,74.0,5.7,0.0,0.0
2019-09-06,28.0,7.5,79.0,2.9,1.8,6.5
2019-09-07,29.1,6.7,74.0,6.9,0.0,0.0
2019-09-08,29.8,6.4,70.0,9.6,0.0,0.0
2019-09-09,29.8,6.7,71.0,7.9,0.3,0.0
2019-09-10,26.9,7.3,83.0,1.2,5.9,78.0
2019-09-11,29.3,7.7,72.0,10.6,0.0,0.0
2019-09-12,30.0,5.6,72.0,9.1,0.0,0.0
2019-09-13,30.0,5.2,72.0,7.1,0.0,0.0
2019-09-14,29.8,5.7,74.0,4.9,2.1,1.5
2019-09-15,28.8,5.3,75.0,3.4,0.3,3.0
2019-09-16,28.7,6.9,75.0,1.7,0.8,0.5
2019-09-17,29.1,6.6,71.0,3.1,0.0,0.0
2019-09-18,28.4,7.8,66.0,4.0,0.0,0.0
2019-09-19,27.4,7.9,64.0,8.3,0.0,0.0
2019-09-20,26.1,6.5,68.0,8.8,0.0,0.0
2019-09-21,26.3,6.1,61.0,9.5,0.0,0.0
2019-09-22,27.4,7.1,64.0,9.6,0.0,0.0
2019-09-23,26.9,9.1,65.0,7.8,0.0,0.0
2019-09-24,27.4,8.9,65.0,8.7,0.0,0.0
2019-09-25,27.5,7.9,65.0,10.4,0.0,0.0
2019-09-26,27.7,8.4,67.0,10.7,0.0,0.0
2019-09-27,28.0,6.8,73.0,5.5,0.0,0.0
2019-09-28,28.8,6.6,72.0,9.1,0.0,0.0
2019-09-29,29.1,6.4,72.0,10.2,0.0,0.0
2019-09-30,27.9,6.4,76.0,1.0,0.4,1.0
2019-10-01,28.4,6.2,70.0,8.1,0.0,0.0
2019-10-02,29.0,6.2,71.0,10.2,0.0,0.0
2019-10-03,29.2,5.7,71.0,8.4,0.0,0.0
2019-10-04,28.9,5.5,69.0,8.4,0.0,0.0
2019-10-05,28.5,5.7,71.0,3.1,0.0,0.0
2019-10-06,28.5,4.5,71.0,2.1,0.0,0.0
2019-10-07,28.7,6.0,71.0,10.6,0.0,0.0
2019-10-08,28.7,5.6,71.0,7.2,0.0,0.0
2019-10-09,28.7,5.4,69.0,8.1,0.0,0.0
2019-10-10,28.5,6.7,68.0,7.8,0.0,0.0
2019-10-11,28.2,6.7,69.0,9.0,0.0,0.0
2019-10-12,28.3,5.7,70.0,8.6,0.0,0.0
2019-10-13,28.2,5.5,70.0,6.2,0.0,0.0
2019-10-14,27.8,6.9,64.0,1.7,0.0,0.0
2019-10-15,27.2,8.6,61.0,1.7666666666666666,0.0,0.0
2019-10-16,26.3,9.2,66.0,1.8333333333333333,0.0,0.0
2019-10-17,26.8,8.7,64.0,1.9,0.0,0.0
2019-10-18,25.7,9.3,65.0,1.9666666666666663,0.0,0.0
2019-10-19,25.2,9.6,68.0,2.033333333333333,0.0,0.0
2019-10-20,25.2,9.2,69.0,2.1,0.0,0.0
2019-10-21,25.3,9.0,68.0,2.1666666666666665,0.0,0.0
2019-10-22,25.7,7.9,66.0,2.2333333333333334,0.0,0.0
2019-10-23,26.3,7.6,66.0,2.3,0.0,0.0
2019-10-24,26.3,8.2,67.0,7.5,0.0,0.0
2019-10-25,26.1,7.1,70.0,9.7,0.0,0.0
2019-10-26,25.9,7.8,69.0,9.1,0.0,0.0
2019-10-27,25.9,7.7,70.0,9.9,0.0,0.0
2019-10-28,25.5,8.3,74.0,9.4,0.0,0.0
2019-10-29,24.5,6.7,73.0,9.2,0.0,0.0
2019-10-30,25.7,8.2,71.0,8.0,0.0,0.0
2019-10-31,26.3,8.5,72.0,8.9,0.0,0.0
2019-11-01,26.7,7.4,73.0,8.0,0.0,0.0
2019-11-02,26.2,7.3,72.0,7.9,0.0,0.0
2019-11-03,26.0,8.2,73.0,7.2,0.0,0.0
2019-11-04,24.3,6.1,70.0,0.7,0.0,0.0
2019-11-05,24.8,8.4,68.0,7.2,0.0,0.0
2019-11-06,24.4,8.6,69.0,7.4,0.0,0.0
2019-11-07,24.4,9.5,71.0,7.9,0.0,0.0
2019-11-08,23.8,8.8,68.0,9.9,0.0,0.0
2019-11-09,23.0,9.5,68.0,10.1,0.0,0.0
2019-11-10,22.9,7.0,67.0,10.4,0.0,0.0
2019-11-11,23.7,8.3,68.0,9.1,0.0,0.0
2019-11-12,23.7,6.6,65.0,10.3,0.0,0.0
2019-11-13,23.9,7.4,65.0,9.4,0.0,0.0
2019-11-14,23.2,8.8,66.0,7.8,0.0,0.0
2019-11-15,22.9,8.0,67.0,9.5,0.0,0.0
2019-11-16,23.7,6.3,70.0,7.0,0.0,0.0
2019-11-17,24.3,8.8,71.0,10.2,0.0,0.0
2019-11-18,23.7,7.7,74.0,6.8,0.0,0.0
2019-11-19,20.9,3.9,69.0,0.0,0.0,0.0
2019-11-20,22.1,8.3,67.0,3.7,0.0,0.0
2019-11-21,22.4,9.6,72.0,9.4,0.0,0.0
2019-11-22,23.9,8.5,74.0,9.4,0.0,0.0
2019-11-23,24.1,7.3,76.0,5.4,0.0,0.0
2019-11-24,23.8,7.8,79.0,7.7,0.0,0.0
2019-11-25,23.9,9.0,76.0,7.3,0.0,0.0
2019-11-26,23.2,8.0,72.0,7.8,0.0,0.0
2019-11-27,22.6,8.7,76.0,5.9,0.0,0.0
2019-11-28,20.9,7.9,74.0,8.5,0.0,0.0
2019-11-29,20.9,9.2,69.0,9.6,0.0,0.0
2019-11-30,21.3,8.0,74.0,7.7,0.0,0.0
2019-12-01,22.1,9.6,76.0,9.1,0.0,0.0
2019-12-02,19.0,8.5,72.0,9.3,0.0,0.0
2019-12-03,18.1,9.6,64.0,6.9,0.0,0.0
2019-12-04,17.2,5.3,75.0,0.1,1.8,1.5
2019-12-05,15.9,2.8,84.0,0.0,5.5,6.2
2019-12-06,15.6,1.5,93.0,0.0,17.5,6.5
2019-12-07,15.8,5.6,79.0,0.2,0.0,0.0
2019-12-08,17.4,10.2,66.0,10.2,0.0,0.0
2019-12-09,18.7,9.4,60.0,10.0,0.0,0.0
2019-12-10,19.9,8.9,67.0,9.6,0.0,0.0
2019-12-11,19.4,8.0,75.0,9.8,0.0,0.0
2019-12-12,20.0,8.1,70.0,9.5,0.0,0.0
2019-12-13,20.0,9.4,69.0,10.0,0.0,0.0
2019-12-14,20.9,10.5,75.0,10.0,0.0,0.0
2019-12-15,21.8,8.1,74.0,9.7,0.0,0.0
2019-12-16,21.8,9.8,76.0,8.5,0.0,0.0
2019-12-17,23.8,9.2,67.0,8.9,0.0,0.0
2019-12-18,23.1,8.7,71.0,9.3,0.0,0.0
2019-12-19,20.9,7.2,80.0,6.6,0.0,0.0
2019-12-20,19.3,3.7,84.0,1.4,0.9,2.0
2019-12-21,20.6,7.3,82.0,4.2,0.0,0.0
2019-12-22,21.1,9.2,82.0,9.8,0.0,0.0
2019-12-23,20.7,8.8,81.0,9.4,0.0,0.0
2019-12-24,20.5,7.9,82.0,7.1,0.0,0.0
2019-12-25,21.4,8.5,77.0,6.0,0.0,0.0
2019-12-26,22.1,8.8,73.0,4.9,0.0,0.0
2019-12-27,18.2,4.5,68.0,0.9,0.0,0.0
2019-12-28,19.0,6.2,72.0,0.1,0.8,0.0
2019-12-29,19.0,2.0,92.0,0.0,11.6,43.5
2019-12-30,21.2,6.3,80.0,0.6,0.4,0.5
2019-12-31,18.8,5.8,85.0,0.4,0.8,0.5
2020-01-01,18.3,7.5,80.0,6.1,0.0,0.0
2020-01-02,19.0,8.9,81.0,7.2,0.0,0.0
2020-01-03,20.0,6.3,80.0,9.2,0.0,0.0
2020-01-04,19.7,7.2,84.0,6.8,0.0,0.0
2020-01-05,20.3,8.0,82.0,9.0,0.0,0.0
2020-01-06,20.6,7.6,81.0,7.9,0.0,0.0
2020-01-07,22.1,7.3,75.0,7.4,0.0,0.0
2020-01-08,20.8,8.6,73.0,9.8,0.0,0.0
2020-01-09,19.4,8.6,77.0,5.7,0.0,0.0
2020-01-10,20.4,8.3,78.0,7.4,0.0,0.0
2020-01-11,20.2,9.3,79.0,9.0,0.0,0.0
2020-01-12,17.9,6.7,76.0,8.7,0.0,0.0
2020-01-13,17.8,8.0,73.0,9.1,0.0,0.0
2020-01-14,19.4,11.0,74.0,8.5,0.0,0.0
2020-01-15,18.7,8.7,77.0,8.6,0.0,0.0
2020-01-16,19.7,9.5,77.0,10.0,0.0,0.0
2020-01-17,18.0,8.2,78.0,9.7,0.0,0.0
2020-01-18,16.5,8.9,76.0,8.7,0.0,0.0
2020-01-19,17.3,8.6,76.0,9.8,0.0,0.0
2020-01-20,18.0,11.3,74.0,10.2,0.0,0.0
2020-01-21,18.7,11.8,72.0,6.8,0.0,0.0
2020-01-22,22.1,10.1,69.0,7.0,0.0,0.0
2020-01-23,24.1,8.7,68.0,9.4,0.0,0.0
2020-01-24,22.6,7.7,75.0,9.4,0.0,0.0
2020-01-25,21.3,6.6,77.0,5.6,1.2,0.0
2020-01-26,19.2,10.1,86.0,3.3,9.5,27.0
2020-01-27,18.2,7.0,75.0,8.8,0.0,0.0
2020-01-28,15.3,3.5,81.0,0.2,2.2,0.5
2020-01-29,14.6,6.2,71.0,4.5,0.0,0.0
2020-01-30,13.5,7.3,54.0,10.3,0.0,0.0
2020-01-31,14.5,11.2,51.0,10.4,0.0,0.0
2020-02-01,16.0,10.4,62.0,10.2,0.0,0.0
2020-02-02,17.6,10.5,66.0,9.2,0.0,0.0
2020-02-03,18.4,9.6,72.0,10.1,0.0,0.0
2020-02-04,18.2,8.1,77.0,5.4,0.0,0.0
2020-02-05,18.5,8.4,72.0,9.8,0.0,0.0
2020-02-06,18.3,9.0,75.0,9.2,0.0,0.0
2020-02-07,18.4,9.1,80.0,7.8,0.0,0.0
2020-02-08,17.4,8.7,73.0,9.6,0.0,0.0
2020-02-09,17.0,7.6,69.0,5.3,0.0,0.0
2020-02-10,18.0,10.0,68.0,9.9,0.0,0.0
2020-02-11,19.5,5.2,71.0,0.0,0.0,0.0
2020-02-12,23.4,10.6,67.0,9.4,0.0,0.0
2020-02-13,23.9,6.3,71.0,3.0,0.0,0.0
2020-02-14,24.1,7.8,75.0,7.2,0.2,0.0
2020-02-15,25.4,8.3,74.0,9.7,0.0,0.0
2020-02-16,21.0,14.3,74.0,5.9,0.0,0.0
2020-02-17,13.9,6.6,60.0,2.1,1.1,1.5
2020-02-18,15.9,10.0,47.0,5.0,0.0,0.0
2020-02-19,17.2,9.9,61.0,10.1,0.0,0.0
2020-02-20,19.0,9.5,71.0,10.1,0.0,0.0
2020-02-21,19.4,8.0,76.0,8.7,0.0,0.0
2020-02-22,19.9,10.4,78.0,8.7,0.0,0.0
2020-02-23,20.8,7.7,76.0,6.7,0.0,0.0
2020-02-24,21.6,9.0,73.0,10.2,0.0,0.0
2020-02-25,23.9,10.2,64.0,10.5,0.0,0.0
2020-02-26,24.5,7.6,67.0,10.9,0.0,0.0
2020-02-27,22.7,7.5,73.0,7.1,0.0,0.0
2020-02-28,22.8,8.3,70.0,8.0,0.0,0.0
2020-02-29,24.5,8.9,75.0,6.6,0.0,0.0
2020-03-01,24.5,8.4,72.0,10.3,0.0,0.0
2020-03-02,22.1,8.0,72.0,7.5,0.0,0.0
2020-03-03,22.6,10.2,64.0,9.7,0.0,0.0
2020-03-04,22.0,9.6,72.0,3.1,0.0,0.0
2020-03-05,18.3,8.0,77.0,3.0,0.4,0.0
2020-03-06,20.5,8.3,71.0,2.3,0.0,0.0
2020-03-07,23.7,10.4,70.0,9.4,0.0,0.0
2020-03-08,23.9,8.2,73.0,9.8,0.0,0.0
2020-03-09,25.2,7.6,74.0,9.2,0.0,0.0
2020-03-10,22.8,7.9,78.0,2.5,0.7,6.0
2020-03-11,20.6,8.4,73.6,3.2,0.0,0.0
2020-03-12,23.5,9.2,69.2,6.8,0.0,0.0
2020-03-13,24.2,7.9,64.8,9.1,0.5,0.0
2020-03-14,19.0,6.0,60.4,0.6,7.2,13.5
2020-03-15,20.1,8.7,56.0,10.6,0.0,0.0
2020-03-16,21.6,7.5,59.333333333333336,10.5,0.0,0.0
2020-03-17,22.4,7.0,62.66666666666666,10.1,0.0,0.0
2020-03-18,22.6,6.5,66.0,3.6,0.0,0.0
2020-03-19,24.5,7.6,69.33333333333333,6.8,0.0,0.0
2020-03-20,24.3,8.3,72.66666666666667,9.2,0.0,0.0
2020-03-21,24.5,8.3,76.0,8.7,0.0,0.0
2020-03-22,25.2,7.1,75.0,9.8,0.0,0.0
2020-03-23,25.2,7.3,74.0,10.2,0.0,0.0
2020-03-24,24.0,5.6,74.4,1.6,0.0,0.0
2020-03-25,25.3,7.6,74.8,9.0,0.0,0.0
2020-03-26,27.1,8.7,75.2,11.0,0.0,0.0
2020-03-27,27.4,5.4,75.6,9.8,0.0,0.0
2020-03-28,24.0,12.8,76.0,8.5,1.2,10.0
2020-03-29,21.4,9.9,69.0,10.5,0.0,0.0
2020-03-30,24.3,8.8,68.25,6.9,0.0,0.0
2020-03-31,24.3,9.6,67.5,6.9,0.0,0.0
